activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,38933,[],CHEMBL747832,In vitro studies for binding affinity profile against Muscarinic acetylcholine receptor M2 beta subtype in guinea pig ileal muscle.,B,,,BAO_0000587,BAO_0000357,single protein format,Cl.Cl.O=C(OC1CN2CCC1CC2)C(O)(CN1CCOCC1)c1ccccc1,,,CHEMBL1125086,J. Med. Chem.,1990.0,,CHEMBL1202955,,CHEMBL107158,,False,http://www.openphacts.org/units/Nanomolar,196540,=,1,True,=,,Kb,nM,,23.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,23.0
,38934,[],CHEMBL749208,In vitro studies for binding affinity profile against Muscarinic acetylcholine receptor M2 alpha subtype in guinea pig atrial muscle.,B,,,BAO_0000587,BAO_0000221,tissue-based format,Cl.Cl.O=C(OC1CN2CCC1CC2)C(O)(CN1CCOCC1)c1ccccc1,,,CHEMBL1125086,J. Med. Chem.,1990.0,,CHEMBL1202955,,CHEMBL107158,,False,http://www.openphacts.org/units/Nanomolar,196540,=,1,True,=,,Kb,nM,,169.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,169.0
,39370,[],CHEMBL751169,Antimuscarinic activity against muscarinic acetylcholine M2-receptor in guinea pig atria,B,,,BAO_0000587,BAO_0000357,single protein format,C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1.[I-],,,CHEMBL1131854,Bioorg. Med. Chem. Lett.,1999.0,,CHEMBL76897,4-DAMP,CHEMBL168067,,False,http://www.openphacts.org/units/Nanomolar,190484,=,1,True,=,,Kb,nM,,8.51,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,8.51
,40493,[],CHEMBL751169,Antimuscarinic activity against muscarinic acetylcholine M2-receptor in guinea pig atria,B,,,BAO_0000587,BAO_0000357,single protein format,CCC[n+]1ccn(CCC(C(N)=O)(c2ccccc2)c2ccccc2)c1C.[I-],,,CHEMBL1131854,Bioorg. Med. Chem. Lett.,1999.0,,CHEMBL103574,,CHEMBL1179891,,False,http://www.openphacts.org/units/Nanomolar,190483,=,1,True,=,,Kb,nM,,12.3,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,12.3
,44224,[],CHEMBL752966,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells.,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(C#C/C(C)=C/CO/N=C2\CN3CCC2C3)cc1OC,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL156749,,CHEMBL156749,,False,http://www.openphacts.org/units/Nanomolar,309707,=,1,False,=,,ED50,nM,,1.8,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,ED50,nM,UO_0000065,,1.8
,44225,[],CHEMBL752964,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells. Maximal effect normalized to the effect of carbachol (%CCH).,F,,,BAO_0000179,BAO_0000219,cell-based format,COc1ccc(C#C/C(C)=C/CO/N=C2\CN3CCC2C3)cc1OC,,,CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL156749,,CHEMBL156749,,False,http://qudt.org/vocab/unit#Percent,309707,=,1,False,=,,CCh,%,,60.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,CCh,%,UO_0000187,,60.0
,45336,[],CHEMBL752966,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells.,F,,,BAO_0003036,BAO_0000219,cell-based format,C/C(C#Cc1ccc(F)cc1)=C/CO/N=C1\CN2CCC1C2,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL156050,,CHEMBL156050,,False,http://www.openphacts.org/units/Nanomolar,309712,=,1,False,=,,ED50,nM,,3.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,ED50,nM,UO_0000065,,3.0
,45337,[],CHEMBL752964,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells. Maximal effect normalized to the effect of carbachol (%CCH).,F,,,BAO_0000179,BAO_0000219,cell-based format,C/C(C#Cc1ccc(F)cc1)=C/CO/N=C1\CN2CCC1C2,,,CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL156050,,CHEMBL156050,,False,http://qudt.org/vocab/unit#Percent,309712,=,1,False,=,,CCh,%,,130.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,CCh,%,UO_0000187,,130.0
Not Determined,46561,[],CHEMBL842688,Agonistic efficacy in human m2 muscarinic receptor which was expressed with the marker gene beta-galactosidase in NIH 3T3 cells; No data,F,,,BAO_0003036,BAO_0000219,cell-based format,C/C(C#Cc1ccc(Cl)cc1)=C/CO/N=C1\CN2CCC1C2,,,CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL349133,,CHEMBL349133,,False,,309720,,1,False,,,ED50,,,,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,ED50,nM,,,
Not Determined,46562,[],CHEMBL842687,Agonistic efficacy in human m2 muscarinic receptor which was expressed with the marker gene beta-galactosidase in NIH 3T3 cells. Maximal effect normalized to the effect of carbachol (%CCH); No data,F,,,BAO_0000179,BAO_0000219,cell-based format,C/C(C#Cc1ccc(Cl)cc1)=C/CO/N=C1\CN2CCC1C2,,,CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL349133,,CHEMBL349133,,False,,309720,,1,False,,,CCh,,,,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,CCh,%,,,
,47852,[],CHEMBL752966,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells.,F,,,BAO_0003036,BAO_0000219,cell-based format,C/C(C#Cc1cccs1)=C/CO/N=C1\CN2CCC1C2,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL351561,,CHEMBL351561,,False,http://www.openphacts.org/units/Nanomolar,309728,=,1,False,=,,ED50,nM,,2.3,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,ED50,nM,UO_0000065,,2.3
,47853,[],CHEMBL752964,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells. Maximal effect normalized to the effect of carbachol (%CCH).,F,,,BAO_0000179,BAO_0000219,cell-based format,C/C(C#Cc1cccs1)=C/CO/N=C1\CN2CCC1C2,,,CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL351561,,CHEMBL351561,,False,http://qudt.org/vocab/unit#Percent,309728,=,1,False,=,,CCh,%,,160.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,CCh,%,UO_0000187,,160.0
,49142,[],CHEMBL751169,Antimuscarinic activity against muscarinic acetylcholine M2-receptor in guinea pig atria,B,,,BAO_0000587,BAO_0000357,single protein format,Cc1nccn1CCCCC(C(N)=O)(c1ccccc1)c1ccccc1,,,CHEMBL1131854,Bioorg. Med. Chem. Lett.,1999.0,,CHEMBL67113,,CHEMBL67113,,False,http://www.openphacts.org/units/Nanomolar,190500,=,1,True,=,,Kb,nM,,148.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,148.0
,49205,[],CHEMBL752966,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells.,F,,,BAO_0003036,BAO_0000219,cell-based format,C#C/C(C)=C\CO/N=C1\CN2CCC1C2,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL86903,,CHEMBL86903,,False,http://www.openphacts.org/units/Nanomolar,309695,=,1,False,=,,ED50,nM,,23.7,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,ED50,nM,UO_0000065,,23.7
,49206,[],CHEMBL752964,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells. Maximal effect normalized to the effect of carbachol (%CCH).,F,,,BAO_0000179,BAO_0000219,cell-based format,C#C/C(C)=C\CO/N=C1\CN2CCC1C2,,,CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL86903,,CHEMBL86903,,False,http://qudt.org/vocab/unit#Percent,309695,=,1,False,=,,CCh,%,,180.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,CCh,%,UO_0000187,,180.0
,50502,[],CHEMBL751169,Antimuscarinic activity against muscarinic acetylcholine M2-receptor in guinea pig atria,B,,,BAO_0000587,BAO_0000357,single protein format,CCc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,,,CHEMBL1131854,Bioorg. Med. Chem. Lett.,1999.0,,CHEMBL54269,,CHEMBL54269,,False,http://www.openphacts.org/units/Nanomolar,190477,=,1,True,=,,Kb,nM,,258.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,258.0
,50505,[],CHEMBL751169,Antimuscarinic activity against muscarinic acetylcholine M2-receptor in guinea pig atria,B,,,BAO_0000587,BAO_0000357,single protein format,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc([N+](=O)[O-])cc1.[Br-],,,CHEMBL1131854,Bioorg. Med. Chem. Lett.,1999.0,,CHEMBL317702,,CHEMBL1183787,,False,http://www.openphacts.org/units/Nanomolar,190488,=,1,True,=,,Kb,nM,,4.53,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,4.53
,50574,[],CHEMBL752966,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells.,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(C#C/C(C)=C\CO/N=C2/CN3CCC2C3)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL157197,,CHEMBL157197,,False,http://www.openphacts.org/units/Nanomolar,309704,=,1,False,=,,ED50,nM,,10.7,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,ED50,nM,UO_0000065,,10.7
,50575,[],CHEMBL752964,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells. Maximal effect normalized to the effect of carbachol (%CCH).,F,,,BAO_0000179,BAO_0000219,cell-based format,COc1ccc(C#C/C(C)=C\CO/N=C2/CN3CCC2C3)cc1,,,CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL157197,,CHEMBL157197,,False,http://qudt.org/vocab/unit#Percent,309704,=,1,False,=,,CCh,%,,110.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,CCh,%,UO_0000187,,110.0
,51674,[],CHEMBL751169,Antimuscarinic activity against muscarinic acetylcholine M2-receptor in guinea pig atria,B,,,BAO_0000587,BAO_0000357,single protein format,Cc1ccccc1C[n+]1ccn(CCC(C(N)=O)(c2ccccc2)c2ccccc2)c1C.[Br-],,,CHEMBL1131854,Bioorg. Med. Chem. Lett.,1999.0,,CHEMBL103381,,CHEMBL1179880,,False,http://www.openphacts.org/units/Nanomolar,190495,=,1,True,=,,Kb,nM,,47.3,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,47.3
,53064,[],CHEMBL751169,Antimuscarinic activity against muscarinic acetylcholine M2-receptor in guinea pig atria,B,,,BAO_0000587,BAO_0000357,single protein format,CC(C)(C)c1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,,,CHEMBL1131854,Bioorg. Med. Chem. Lett.,1999.0,,CHEMBL298144,,CHEMBL298144,,False,http://www.openphacts.org/units/Nanomolar,190501,=,1,True,=,,Kb,nM,,73.9,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,73.9
,53067,[],CHEMBL751169,Antimuscarinic activity against muscarinic acetylcholine M2-receptor in guinea pig atria,B,,,BAO_0000587,BAO_0000357,single protein format,Cc1ccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)cc1.[Br-],,,CHEMBL1131854,Bioorg. Med. Chem. Lett.,1999.0,,CHEMBL101640,,CHEMBL1179823,,False,http://www.openphacts.org/units/Nanomolar,190493,=,1,True,=,,Kb,nM,,7.29,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,7.29
,54220,[],CHEMBL751169,Antimuscarinic activity against muscarinic acetylcholine M2-receptor in guinea pig atria,B,,,BAO_0000587,BAO_0000357,single protein format,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1cccc(Cl)c1.[Br-],,,CHEMBL1131854,Bioorg. Med. Chem. Lett.,1999.0,,CHEMBL321355,,CHEMBL1183859,,False,http://www.openphacts.org/units/Nanomolar,190491,=,1,True,=,,Kb,nM,,24.5,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,24.5
,54278,[],CHEMBL752966,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells.,F,,,BAO_0003036,BAO_0000219,cell-based format,C/C(C#Cc1ccc(F)cc1)=C\CO/N=C1\CN2CCC1C2,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL158180,,CHEMBL158180,,False,http://www.openphacts.org/units/Nanomolar,309711,=,1,False,=,,ED50,nM,,9.1,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,ED50,nM,UO_0000065,,9.1
,54279,[],CHEMBL752964,Agonistic efficacy in human m2 muscarinic receptor expressed with the marker gene beta-galactosidase in NIH 3T3 cells. Maximal effect normalized to the effect of carbachol (%CCH).,F,,,BAO_0000179,BAO_0000219,cell-based format,C/C(C#Cc1ccc(F)cc1)=C\CO/N=C1\CN2CCC1C2,,,CHEMBL1128636,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL158180,,CHEMBL158180,,False,http://qudt.org/vocab/unit#Percent,309711,=,1,False,=,,CCh,%,,130.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,CCh,%,UO_0000187,,130.0
,54959,[],CHEMBL709394,In vitro studies for binding affinity profile against Muscarinic acetylcholine receptor M2 beta subtype in guinea pig ileal muscle.,B,,,BAO_0000587,BAO_0000357,single protein format,C[C@](O)(C(=O)O[C@H]1CN2CCC1CC2)c1ccccc1,,,CHEMBL1125086,J. Med. Chem.,1990.0,,CHEMBL2115342,,CHEMBL2115342,,False,http://www.openphacts.org/units/Nanomolar,196535,=,1,True,=,,Kb,nM,,1.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,1.0
,54960,[],CHEMBL749208,In vitro studies for binding affinity profile against Muscarinic acetylcholine receptor M2 alpha subtype in guinea pig atrial muscle.,B,,,BAO_0000587,BAO_0000221,tissue-based format,C[C@](O)(C(=O)O[C@H]1CN2CCC1CC2)c1ccccc1,,,CHEMBL1125086,J. Med. Chem.,1990.0,,CHEMBL2115342,,CHEMBL2115342,,False,http://www.openphacts.org/units/Nanomolar,196535,=,1,True,=,,Kb,nM,,4.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,4.0
,55491,[],CHEMBL751169,Antimuscarinic activity against muscarinic acetylcholine M2-receptor in guinea pig atria,B,,,BAO_0000587,BAO_0000357,single protein format,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(-c2ccccc2)cc1.[Br-],,,CHEMBL1131854,Bioorg. Med. Chem. Lett.,1999.0,,CHEMBL103148,,CHEMBL1179869,,False,http://www.openphacts.org/units/Nanomolar,190487,=,1,True,=,,Kb,nM,,30.8,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Kb,nM,UO_0000065,,30.8
