activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,35845,[],CHEMBL712452,Binding affinity was evaluated against matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H](CC(C)C)[C@@](C)(O)C(=O)NO,,,CHEMBL1130781,Bioorg. Med. Chem. Lett.,1998.0,,CHEMBL353382,,CHEMBL353382,,False,http://www.openphacts.org/units/Nanomolar,332245,<,1,True,<,,Ki,nM,,1.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,1.0
,35848,[],CHEMBL712452,Binding affinity was evaluated against matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H](CCc1ccccc1)[C@@](C)(O)C(=O)NO,,,CHEMBL1130781,Bioorg. Med. Chem. Lett.,1998.0,"{'bei': '19.01', 'le': '0.36', 'lle': '7.73', 'sei': '6.35'}",CHEMBL167278,,CHEMBL167278,8.70,False,http://www.openphacts.org/units/Nanomolar,332243,=,1,True,=,,Ki,nM,,2.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2.0
,35851,[],CHEMBL712452,Binding affinity was evaluated against matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)OC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCc1ccccc1)[C@@](C)(O)C(=O)NO,,,CHEMBL1130781,Bioorg. Med. Chem. Lett.,1998.0,"{'bei': '15.41', 'le': '0.29', 'lle': '4.52', 'sei': '5.98'}",CHEMBL169996,,CHEMBL169996,7.47,False,http://www.openphacts.org/units/Nanomolar,332235,=,1,True,=,,Ki,nM,,34.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,34.0
,35873,[],CHEMBL712454,In vitro inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(COc2ccc(N3CC[C@H]([C@H](C)N(O)C=O)C3=O)cc2)c2ccccc2n1,,,CHEMBL1136542,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL64281,,CHEMBL64281,,False,http://www.openphacts.org/units/Nanomolar,108967,>,1,True,>,,Ki,nM,,2000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2000.0
,37099,[],CHEMBL713580,Inhibition of matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,O=C(NO)[C@H]1CCC[C@@H]1C(=O)Nc1ccc(COc2ccnc3ccccc23)cc1,,,CHEMBL1136470,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL343721,,CHEMBL343721,,False,http://www.openphacts.org/units/Nanomolar,261104,>,1,True,>,,Ki,nM,,2128.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2128.0
,37105,[],CHEMBL713580,Inhibition of matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,O=C(NO)[C@H]1CCCC[C@@H]1C(=O)Nc1ccc(COc2ccc3ncccc3c2)cc1,,,CHEMBL1136470,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL334446,,CHEMBL334446,,False,http://www.openphacts.org/units/Nanomolar,261100,,1,True,,,Ki,nM,,876.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,876.0
,37498,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCCOc3ccccc3)CC2)cc1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '16.40', 'le': '0.32', 'lle': '5.08', 'sei': '6.99'}",CHEMBL80453,,CHEMBL80453,7.36,False,http://www.openphacts.org/units/Nanomolar,140726,=,1,True,=,,IC50,nM,,44.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,44.0
,38350,[],CHEMBL712454,In vitro inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CCC[C@@H](C(=O)NO)[C@H]1CCN(c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1=O,,,CHEMBL1136542,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL305373,,CHEMBL305373,,False,http://www.openphacts.org/units/Nanomolar,108983,>,1,True,>,,Ki,nM,,2000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2000.0
,38355,[],CHEMBL712454,In vitro inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)OC(C)(C)C)C(=O)NO)C3=O)cc2)c2ccccc2n1,,,CHEMBL1136542,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '12.56', 'le': '0.23', 'lle': '2.67', 'sei': '5.02'}",CHEMBL303983,,CHEMBL303983,6.54,False,http://www.openphacts.org/units/Nanomolar,108973,=,1,True,=,,Ki,nM,,291.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,291.0
,38775,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(OCc4ccc(Cl)cc4)cc3)CC2)cc1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '15.54', 'le': '0.31', 'lle': '3.68', 'sei': '8.57'}",CHEMBL312432,,CHEMBL312432,8.22,False,http://www.openphacts.org/units/Nanomolar,140737,=,1,True,=,,IC50,nM,,6.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,6.0
,39853,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCOc3ccccc3)CC2)cc1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '17.42', 'le': '0.34', 'lle': '5.24', 'sei': '7.89'}",CHEMBL306617,,CHEMBL306617,8.30,False,http://www.openphacts.org/units/Nanomolar,140723,=,1,True,=,,IC50,nM,,5.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,5.0
,39858,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CC)CC2)cc1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '19.16', 'le': '0.39', 'lle': '5.37', 'sei': '7.68'}",CHEMBL79111,,CHEMBL79111,7.37,False,http://www.openphacts.org/units/Nanomolar,140752,=,1,True,=,,IC50,nM,,43.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,43.0
,41077,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(OCCN4CCCCC4)cc3)CC2)cc1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '15.16', 'le': '0.30', 'lle': '4.66', 'sei': '8.02'}",CHEMBL78798,,CHEMBL78798,8.70,False,http://www.openphacts.org/units/Nanomolar,140755,=,1,True,=,,IC50,nM,,2.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,2.0
,42286,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '19.78', 'le': '0.39', 'lle': '5.99', 'sei': '8.34'}",CHEMBL80969,,CHEMBL80969,8.00,False,http://www.openphacts.org/units/Nanomolar,140706,=,1,True,=,,IC50,nM,,10.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,10.0
,42290,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)cc1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '16.95', 'le': '0.34', 'lle': '4.55', 'sei': '8.56'}",CHEMBL78909,,CHEMBL78909,9.00,False,http://www.openphacts.org/units/Nanomolar,140735,=,1,True,=,,IC50,nM,,1.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,1.0
,44257,[],CHEMBL712452,Binding affinity was evaluated against matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,C[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCc1ccccc1)[C@@](C)(O)C(=O)NO)c1ccccc1,,,CHEMBL1130781,Bioorg. Med. Chem. Lett.,1998.0,"{'bei': '13.32', 'le': '0.25', 'lle': '4.46', 'sei': '4.44'}",CHEMBL167232,,CHEMBL167232,6.83,False,http://www.openphacts.org/units/Nanomolar,332231,=,1,True,=,,Ki,nM,,149.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,149.0
,44292,[],CHEMBL713580,Inhibition of matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,O=C(NO)[C@H]1CCCC[C@@H]1C(=O)Nc1ccc(OCc2ccccc2)cc1,,,CHEMBL1136470,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL137406,,CHEMBL137406,,False,http://www.openphacts.org/units/Nanomolar,261105,>,1,True,>,,Ki,nM,,2128.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2128.0
,44298,[],CHEMBL713580,Inhibition of matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,O=C1NCCCC[C@@H](C(=O)NCC(=O)N2CCOCC2)NC(=O)[C@H](Cc2ccc(-c3ccccc3C(F)(F)F)cc2)[C@@H](C(=O)NO)CCCO1,,,CHEMBL1136470,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL325163,,CHEMBL325163,,True,http://www.openphacts.org/units/Nanomolar,261098,>,1,True,>,,Ki,nM,,2000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2000.0
,44673,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(-c4ccccc4)cc3)CC2)cc1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '16.41', 'le': '0.32', 'lle': '4.21', 'sei': '8.22'}",CHEMBL76137,,CHEMBL76137,7.89,False,http://www.openphacts.org/units/Nanomolar,140710,=,1,True,=,,IC50,nM,,13.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,13.0
,44678,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '22.48', 'le': '0.46', 'lle': '6.35', 'sei': '7.88'}",CHEMBL310340,,CHEMBL310340,8.04,False,http://www.openphacts.org/units/Nanomolar,140757,=,1,True,=,,IC50,nM,,9.2,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,9.2
,45380,[],CHEMBL712452,Binding affinity was evaluated against matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H](CCCc1ccccc1)[C@@](C)(O)C(=O)NO,,,CHEMBL1130781,Bioorg. Med. Chem. Lett.,1998.0,,CHEMBL168802,,CHEMBL168802,,False,http://www.openphacts.org/units/Nanomolar,332242,<,1,True,<,,Ki,nM,,1.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,1.0
,45383,[],CHEMBL712452,Binding affinity was evaluated against matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,C[C@](O)(C(=O)NO)[C@@H](CCCc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCCc1ccccc1,,,CHEMBL1130781,Bioorg. Med. Chem. Lett.,1998.0,"{'bei': '17.56', 'le': '0.33', 'lle': '7.15', 'sei': '5.85'}",CHEMBL167233,,CHEMBL167233,9.00,False,http://www.openphacts.org/units/Nanomolar,332232,=,1,True,=,,Ki,nM,,1.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,1.0
,45819,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '20.01', 'le': '0.42', 'lle': '5.31', 'sei': '8.36'}",CHEMBL440498,CTS-1027,CHEMBL440498,8.52,False,http://www.openphacts.org/units/Nanomolar,140733,=,1,True,=,,IC50,nM,,3.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,3.0
,46630,[],CHEMBL712452,Binding affinity was evaluated against matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCc1ccccc1)[C@@](C)(O)C(=O)NO,,,CHEMBL1130781,Bioorg. Med. Chem. Lett.,1998.0,,CHEMBL408682,,CHEMBL408682,,False,http://www.openphacts.org/units/Nanomolar,332240,<,1,True,<,,Ki,nM,,1.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,1.0
,46633,[],CHEMBL712452,Binding affinity was evaluated against matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@H](CCCNC(=O)N1CCOCC1)NC(=O)[C@H](CCCc1ccccc1)[C@@](C)(O)C(=O)NO,,,CHEMBL1130781,Bioorg. Med. Chem. Lett.,1998.0,"{'bei': '16.10', 'le': '0.31', 'lle': '8.47', 'sei': '4.96'}",CHEMBL355745,,CHEMBL355745,8.40,False,http://www.openphacts.org/units/Nanomolar,332237,=,1,True,=,,Ki,nM,,4.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,4.0
,46636,[],CHEMBL712452,Binding affinity was evaluated against matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,C[C@](O)(C(=O)NO)[C@@H](CCCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1130781,Bioorg. Med. Chem. Lett.,1998.0,,CHEMBL353383,,CHEMBL353383,,False,http://www.openphacts.org/units/Nanomolar,332234,>,1,True,>,,Ki,nM,,213.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,213.0
,46646,[],CHEMBL712454,In vitro inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(COc2ccc(N3CC[C@H]([C@H](N)C(=O)NO)C3=O)cc2)c2ccccc2n1,,,CHEMBL1136542,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.57', 'le': '0.25', 'lle': '3.40', 'sei': '4.85'}",CHEMBL64586,,CHEMBL64586,5.71,False,http://www.openphacts.org/units/Nanomolar,108962,=,1,True,=,,Ki,nM,,1964.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,1964.0
,46651,[],CHEMBL712454,In vitro inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)C(C)(C)C)C(=O)NO)C3=O)cc2)c2ccccc2n1,,,CHEMBL1136542,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL432333,,CHEMBL432333,,False,http://www.openphacts.org/units/Nanomolar,108976,>,1,True,>,,Ki,nM,,2000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2000.0
,46656,[],CHEMBL712454,In vitro inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CCC[C@H](C(=O)NO)[C@@]1(N)CCN(c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1=O,,,CHEMBL1136542,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL417411,,CHEMBL417411,,False,http://www.openphacts.org/units/Nanomolar,108970,>,1,True,>,,Ki,nM,,2000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2000.0
,47898,[],CHEMBL712452,Binding affinity was evaluated against matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@H](CCCNC(=O)OC(C)(C)C)NC(=O)[C@H](CCCc1ccccc1)[C@@](C)(O)C(=O)NO,,,CHEMBL1130781,Bioorg. Med. Chem. Lett.,1998.0,"{'bei': '17.10', 'le': '0.33', 'lle': '7.28', 'sei': '5.24'}",CHEMBL265216,,CHEMBL265216,8.70,False,http://www.openphacts.org/units/Nanomolar,332236,=,1,True,=,,Ki,nM,,2.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2.0
,48420,[],CHEMBL715225,In vitro inhibitory activity against matrix metalloprotease-9.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(OCCN4CCCCC4)cc3)CC2)cc1,,,CHEMBL1145787,J. Med. Chem.,2003.0,"{'bei': '16.03', 'le': '0.31', 'lle': '5.65', 'sei': '7.86'}",CHEMBL76836,,CHEMBL76836,8.52,False,http://www.openphacts.org/units/Nanomolar,140756,=,1,True,=,,IC50,nM,,3.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,3.0
,49256,[],CHEMBL712454,In vitro inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(COc2ccc(N3CC[C@H]([C@@H](C(=O)NO)N4CCCC4)C3=O)cc2)c2ccccc2n1,,,CHEMBL1136542,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL292546,,CHEMBL292546,,False,http://www.openphacts.org/units/Nanomolar,108963,>,1,True,>,,Ki,nM,,2000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2000.0
,49261,[],CHEMBL712454,In vitro inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(COc2ccc(N3CC[C@](N)(CC(=O)NO)C3=O)cc2)c2ccccc2n1,,,CHEMBL1136542,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL302002,,CHEMBL302002,,False,http://www.openphacts.org/units/Nanomolar,108972,>,1,True,>,,Ki,nM,,2000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2000.0
,49266,[],CHEMBL712454,In vitro inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(COc2ccc(N3CC[C@](N)([C@H](C)C(=O)NO)C3=O)cc2)c2ccccc2n1,,,CHEMBL1136542,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL305163,,CHEMBL305163,,False,http://www.openphacts.org/units/Nanomolar,108971,>,1,True,>,,Ki,nM,,2000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2000.0
